epoch,sat,elevation_deg,azimuth_deg,c1w_m,c2w_m,code_l1_iono_m,phase_l1_iono_m,leveled_dual_l1_iono_m,klobuchar_l1_iono_m,diff_m
2025-01-01 00:06:00.000,G31,20.169093,241.011734,23468602.341,23468605.061,4.204,-0.235,3.395,12.088,-8.693
2025-01-01 00:07:00.000,G10,82.463610,236.316492,20173176.171,20173177.301,1.747,1.520,2.102,5.979,-3.877
2025-01-01 00:07:00.000,G12,33.050004,61.126915,22427807.517,22427807.727,0.325,2.728,0.563,10.360,-9.797
2025-01-01 00:07:00.000,G25,54.910948,113.007291,20611141.289,20611144.569,5.070,2.119,4.895,7.328,-2.432
2025-01-01 00:07:00.000,G28,47.056012,256.288424,21606780.720,21606780.900,0.278,1.519,-0.611,7.521,-8.131
2025-01-01 00:07:00.000,G31,20.501747,241.352252,23435166.349,23435168.839,3.849,-0.301,3.329,12.049,-8.720
2025-01-01 00:08:00.000,G10,82.234054,232.707192,20173440.316,20173441.676,2.102,1.549,2.131,6.006,-3.875
2025-01-01 00:08:00.000,G12,32.857400,60.637423,22442503.697,22442503.327,-0.572,2.809,0.644,10.433,-9.789
2025-01-01 00:08:00.000,G25,55.112787,112.175427,20599172.179,20599175.489,5.116,2.134,4.910,7.334,-2.424
2025-01-01 00:08:00.000,G28,47.354343,256.874776,21588399.459,21588399.469,0.015,1.513,-0.617,7.518,-8.134
2025-01-01 00:08:00.000,G31,20.833823,241.695468,23401914.792,23401917.122,3.602,-0.390,3.240,12.011,-8.772
2025-01-01 00:09:00.000,G10,81.973579,229.320855,20174150.142,20174151.252,1.716,1.582,2.163,6.033,-3.871
2025-01-01 00:09:00.000,G12,32.660178,60.152831,22457634.576,22457635.486,1.407,2.903,0.737,10.507,-9.770
2025-01-01 00:09:00.000,G25,55.307093,111.333923,20587661.115,20587664.615,5.410,2.153,4.929,7.341,-2.412
2025-01-01 00:09:00.000,G28,47.650493,257.467011,21570274.995,21570274.995,0.000,1.508,-0.621,7.515,-8.136
2025-01-01 00:09:00.000,G31,21.165310,242.041393,23368848.259,23368850.519,3.493,-0.472,3.158,11.973,-8.815
2025-01-01 00:10:00.000,G10,81.685013,226.161471,20175305.086,20175306.376,1.994,1.615,2.196,6.061,-3.865
2025-01-01 00:10:00.000,G12,32.458402,59.673201,22473198.788,22473199.518,1.128,2.999,0.834,10.583,-9.749
2025-01-01 00:10:00.000,G25,55.493698,110.483007,20576609.633,20576612.993,5.194,2.170,4.947,7.349,-2.402
2025-01-01 00:10:00.000,G28,47.944425,258.065173,21552405.288,21552404.888,-0.618,1.512,-0.618,7.512,-8.130
2025-01-01 00:10:00.000,G31,21.496194,242.390037,23335969.006,23335970.566,2.411,-0.552,3.078,11.935,-8.857
2025-01-01 00:11:00.000,G10,81.371102,223.226618,20176908.196,20176909.536,2.071,1.643,2.224,6.089,-3.865
2025-01-01 00:11:00.000,G12,32.252135,59.198589,22489195.260,22489196.180,1.422,3.106,0.940,10.660,-9.720
2025-01-01 00:11:00.000,G25,55.672438,109.622933,20566020.536,20566023.756,4.977,2.185,4.962,7.358,-2.396
2025-01-01 00:11:00.000,G28,48.236100,258.669306,21534792.396,21534792.206,-0.294,1.507,-0.623,7.510,-8.134
2025-01-01 00:11:00.000,G31,21.826464,242.741409,23303275.925,23303279.585,5.657,-0.634,2.996,11.898,-8.902
2025-01-01 00:12:00.000,G10,81.034446,220.509114,20178956.289,20178957.629,2.071,1.676,2.257,6.118,-3.861
2025-01-01 00:12:00.000,G12,32.041444,58.729050,22505618.816,22505619.486,1.036,3.191,1.025,10.739,-9.713
2025-01-01 00:12:00.000,G25,55.843154,108.753982,20555892.326,20555895.456,4.838,2.204,4.980,7.367,-2.387
2025-01-01 00:12:00.000,G28,48.525481,259.279452,21517431.606,21517431.226,-0.587,1.514,-0.616,7.509,-8.125
2025-01-01 00:12:00.000,G31,22.156108,243.095519,23270773.215,23270775.365,3.323,-0.728,2.902,11.861,-8.959
2025-01-01 00:13:00.000,G10,80.677454,217.998524,20181451.095,20181452.565,2.272,1.710,2.291,6.147,-3.855
2025-01-01 00:13:00.000,G12,31.826393,58.264633,22522468.742,22522468.642,-0.155,3.288,1.123,10.819,-9.696
2025-01-01 00:13:00.000,G25,56.005687,107.876461,20546227.860,20546231.270,5.271,2.221,4.998,7.377,-2.379
2025-01-01 00:13:00.000,G28,48.812530,259.895652,21500324.194,21500323.424,-1.190,1.522,-0.607,7.508,-8.115
2025-01-01 00:13:00.000,G31,22.485113,243.452376,23238458.094,23238460.004,2.952,-0.797,2.833,11.824,-8.991
2025-01-01 00:14:00.000,G10,80.302325,215.682418,20184396.098,20184397.178,1.669,1.745,2.326,6.176,-3.850
2025-01-01 00:14:00.000,G12,31.607050,57.805385,22539743.032,22539743.922,1.376,3.407,1.241,10.901,-9.660
2025-01-01 00:14:00.000,G25,56.159887,106.990704,20537031.905,20537035.185,5.070,2.236,5.013,7.388,-2.375
2025-01-01 00:14:00.000,G28,49.097208,260.517946,21483470.022,21483470.412,0.603,1.529,-0.601,7.507,-8.107
2025-01-01 00:14:00.000,G31,22.813467,243.811992,23206335.221,23206336.981,2.720,-0.855,2.775,11.787,-9.013
2025-01-01 00:15:00.000,G10,79.911041,213.547351,20187791.970,20187793.470,2.319,1.784,2.365,6.205,-3.840
2025-01-01 00:15:00.000,G12,31.383482,57.351349,22557443.047,22557443.247,0.309,3.527,1.362,10.984,-9.622
2025-01-01 00:15:00.000,G25,56.305605,106.097072,20528306.912,20528310.152,5.008,2.256,5.032,7.399,-2.367
2025-01-01 00:15:00.000,G28,49.379476,261.146374,21466871.931,21466872.611,1.051,1.531,-0.599,7.506,-8.106
2025-01-01 00:15:00.000,G31,23.141157,244.174376,23174406.656,23174407.796,1.762,-0.899,2.731,11.751,-9.021
2025-01-01 00:16:00.000,G10,79.505375,211.579593,20191640.120,20191641.640,2.350,1.824,2.405,6.235,-3.830
2025-01-01 00:16:00.000,G12,31.155756,56.902563,22575563.704,22575564.974,1.963,3.650,1.485,11.069,-9.584
2025-01-01 00:16:00.000,G25,56.442699,105.195953,20520054.759,20520058.049,5.085,2.278,5.055,7.412,-2.357
2025-01-01 00:16:00.000,G28,49.659296,261.780975,21450529.154,21450529.214,0.093,1.536,-0.593,7.506,-8.100
2025-01-01 00:16:00.000,G31,23.468172,244.539539,23142672.987,23142675.737,4.251,-0.942,2.688,11.715,-9.028
2025-01-01 00:17:00.000,G10,79.086902,209.765635,20195938.776,20195940.486,2.643,1.866,2.448,6.265,-3.818
2025-01-01 00:17:00.000,G12,30.923940,56.459064,22594104.935,22594105.265,0.510,3.769,1.604,11.156,-9.552
2025-01-01 00:17:00.000,G25,56.571033,104.287758,20512275.302,20512278.722,5.286,2.302,5.078,7.424,-2.346
2025-01-01 00:17:00.000,G28,49.936628,262.421785,21434438.938,21434438.468,-0.726,1.540,-0.590,7.507,-8.096
2025-01-01 00:17:00.000,G31,23.794498,244.907491,23111134.772,23111137.012,3.462,-0.992,2.638,11.680,-9.042
2025-01-01 00:18:00.000,G10,78.657018,208.092525,20200687.414,20200689.614,3.401,1.909,2.490,6.296,-3.806
2025-01-01 00:18:00.000,G12,30.688103,56.020884,22613059.971,22613060.301,0.510,3.885,1.720,11.244,-9.524
2025-01-01 00:18:00.000,G25,56.690477,103.372926,20504968.709,20504972.059,5.178,2.324,5.101,7.438,-2.337
2025-01-01 00:18:00.000,G28,50.211433,263.068840,21418599.077,21418598.777,-0.464,1.549,-0.581,7.507,-8.088
2025-01-01 00:18:00.000,G31,24.120123,245.278242,23079792.035,23079795.455,5.286,-1.063,2.567,11.645,-9.078
2025-01-01 00:19:00.000,G10,78.216954,206.548066,20205886.340,20205887.800,2.257,1.957,2.538,6.327,-3.789
2025-01-01 00:19:00.000,G12,30.448314,55.588052,22632427.028,22632426.788,-0.371,4.011,1.846,11.333,-9.487
2025-01-01 00:19:00.000,G25,56.800908,102.451922,20498136.085,20498139.405,5.132,2.355,5.132,7.452,-2.321
2025-01-01 00:19:00.000,G28,50.483672,263.722174,21403009.145,21403009.045,-0.155,1.553,-0.576,7.508,-8.085
2025-01-01 00:19:00.000,G31,24.445034,245.651802,23048645.098,23048648.008,4.498,-1.118,2.512,11.610,-9.098
2025-01-01 00:20:00.000,G10,77.767796,205.120924,20211540.023,20211541.593,2.427,2.003,2.584,6.359,-3.774
2025-01-01 00:20:00.000,G12,30.204641,55.160594,22652206.334,22652207.894,2.411,4.134,1.968,11.425,-9.457
2025-01-01 00:20:00.000,G25,56.902210,101.525231,20491783.866,20491787.206,5.163,2.382,5.158,7.467,-2.309
2025-01-01 00:20:00.000,G28,50.753303,264.381820,21387673.152,21387672.712,-0.680,1.561,-0.569,7.510,-8.079
2025-01-01 00:20:00.000,G31,24.769219,246.028184,23017700.579,23017702.589,3.107,-1.174,2.456,11.575,-9.120
2025-01-01 00:21:00.000,G10,77.310501,203.800670,20217641.699,20217642.809,1.716,2.048,2.629,6.391,-3.762
2025-01-01 00:21:00.000,G12,29.957154,54.738532,22672391.594,22672392.264,1.036,4.251,2.086,11.518,-9.432
2025-01-01 00:21:00.000,G25,56.994275,100.593365,20485906.464,20485909.724,5.039,2.414,5.190,7.483,-2.293
2025-01-01 00:21:00.000,G28,51.020288,265.047808,21372583.389,21372583.199,-0.294,1.569,-0.561,7.511,-8.073
2025-01-01 00:21:00.000,G31,25.092665,246.407397,22986951.105,22986952.735,2.520,-1.230,2.400,11.541,-9.141
2025-01-01 00:22:00.000,G10,76.845916,202.577765,20224199.120,20224199.920,1.237,2.091,2.672,6.423,-3.751
2025-01-01 00:22:00.000,G12,29.705922,54.321886,22692984.832,22692986.792,3.030,4.383,2.218,11.612,-9.395
2025-01-01 00:22:00.000,G25,57.077002,99.656853,20480512.165,20480515.765,5.565,2.442,5.218,7.500,-2.281
2025-01-01 00:22:00.000,G28,51.284587,265.720168,21357747.377,21357746.757,-0.958,1.574,-0.556,7.514,-8.069
2025-01-01 00:22:00.000,G31,25.415359,246.789452,22956405.062,22956407.772,4.189,-1.259,2.371,11.507,-9.136
2025-01-01 00:23:00.000,G10,76.374784,201.443536,20231209.396,20231210.556,1.793,2.141,2.722,6.457,-3.734
2025-01-01 00:23:00.000,G12,29.451014,53.910672,22713982.770,22713985.900,4.838,4.525,2.360,11.709,-9.349
2025-01-01 00:23:00.000,G25,57.150300,98.716248,20475600.039,20475603.599,5.503,2.477,5.254,7.517,-2.263
2025-01-01 00:23:00.000,G28,51.546158,266.398926,21343161.263,21343160.613,-1.005,1.577,-0.553,7.516,-8.069
2025-01-01 00:23:00.000,G31,25.737289,247.174361,22926062.933,22926064.813,2.906,-1.299,2.331,11.473,-9.142
2025-01-01 00:24:00.000,G10,75.897767,200.390119,20238667.534,20238669.304,2.736,2.187,2.768,6.490,-3.722
2025-01-01 00:24:00.000,G12,29.192500,53.504905,22735378.368,22735380.308,2.999,4.647,2.482,11.807,-9.325
2025-01-01 00:24:00.000,G25,57.214087,97.772118,20471165.950,20471169.280,5.147,2.512,5.289,7.535,-2.246
2025-01-01 00:24:00.000,G28,51.804962,267.084109,21328819.062,21328818.342,-1.113,1.586,-0.544,7.519,-8.063
2025-01-01 00:24:00.000,G31,26.058441,247.562134,22895919.837,22895919.867,0.046,-1.318,2.312,11.440,-9.129
2025-01-01 00:25:00.000,G10,75.415449,199.410403,20246580.301,20246582.501,3.401,2.234,2.815,6.525,-3.709
2025-01-01 00:25:00.000,G12,28.930449,53.104594,22757172.749,22757174.849,3.246,4.815,2.650,11.907,-9.257
2025-01-01 00:25:00.000,G25,57.268290,96.825050,20467217.272,20467220.642,5.209,2.543,5.320,7.554,-2.234
2025-01-01 00:25:00.000,G28,52.060958,267.775738,21314728.228,21314727.188,-1.608,1.598,-0.532,7.522,-8.054
2025-01-01 00:25:00.000,G31,26.378803,247.952782,22865980.709,22865982.219,2.334,-1.347,2.283,11.407,-9.124
2025-01-01 00:26:00.000,G10,74.928349,198.497965,20254943.279,20254945.789,3.880,2.284,2.865,6.560,-3.694
2025-01-01 00:26:00.000,G12,28.664931,52.709749,22779360.608,22779363.198,4.003,4.969,2.803,12.008,-9.205
2025-01-01 00:26:00.000,G25,57.312844,95.875645,20463750.924,20463754.184,5.039,2.579,5.356,7.573,-2.217
2025-01-01 00:26:00.000,G28,52.314106,268.473835,21300881.334,21300881.434,0.155,1.617,-0.513,7.526,-8.039
2025-01-01 00:26:00.000,G31,26.698361,248.346317,22836245.579,22836247.259,2.597,-1.360,2.270,11.375,-9.105
2025-01-01 00:27:00.000,G10,74.436930,197.647007,20263761.954,20263764.944,4.622,2.337,2.918,6.595,-3.677
2025-01-01 00:27:00.000,G12,28.396014,52.320374,22801944.587,22801946.047,2.257,5.144,2.979,12.112,-9.133
2025-01-01 00:27:00.000,G25,57.347697,94.924516,20460772.825,20460776.565,5.781,2.618,5.395,7.593,-2.199
2025-01-01 00:27:00.000,G28,52.564364,269.178417,21287284.245,21287284.535,0.448,1.632,-0.498,7.530,-8.028
2025-01-01 00:27:00.000,G31,27.017103,248.742750,22806720.736,22806721.346,0.943,-1.382,2.248,11.343,-9.095
2025-01-01 00:28:00.000,G10,73.941604,196.852300,20273036.046,20273038.406,3.648,2.387,2.968,6.631,-3.663
2025-01-01 00:28:00.000,G12,28.123767,51.936473,22824920.346,22824921.746,2.164,5.320,3.154,12.217,-9.062
2025-01-01 00:28:00.000,G25,57.372803,93.972286,20458284.256,20458287.796,5.472,2.651,5.427,7.614,-2.187
2025-01-01 00:28:00.000,G28,52.811693,269.889501,21273937.151,21273937.381,0.356,1.649,-0.481,7.534,-8.015
2025-01-01 00:28:00.000,G31,27.335016,249.142091,22777403.988,22777405.988,3.091,-1.408,2.222,11.311,-9.089
2025-01-01 00:29:00.000,G10,73.442740,196.109123,20282766.049,20282767.819,2.736,2.440,3.021,6.668,-3.647
2025-01-01 00:29:00.000,G12,27.848259,51.558046,22848286.804,22848288.934,3.292,5.480,3.314,12.324,-9.009
2025-01-01 00:29:00.000,G25,57.388131,93.019587,20456287.038,20456290.638,5.565,2.688,5.465,7.636,-2.171
2025-01-01 00:29:00.000,G28,53.056052,270.607099,21260839.959,21260839.579,-0.587,1.686,-0.443,7.539,-7.982
2025-01-01 00:29:00.000,G31,27.652087,249.544354,22748301.179,22748302.329,1.778,-1.419,2.211,11.279,-9.069
2025-01-01 00:30:00.000,G10,72.940670,195.413214,20292947.216,20292949.146,2.983,2.489,3.070,6.706,-3.636
2025-01-01 00:30:00.000,G12,27.569559,51.185091,22872037.996,22872040.236,3.462,5.643,3.477,12.432,-8.955
2025-01-01 00:30:00.000,G25,57.393658,92.067058,20454778.463,20454782.213,5.796,2.722,5.499,7.659,-2.160
2025-01-01 00:30:00.000,G28,53.297400,271.331223,21247988.065,21247987.915,-0.232,1.725,-0.405,7.544,-7.949
2025-01-01 00:30:00.000,G31,27.968302,249.949548,22719407.796,22719408.496,1.082,-1.430,2.200,11.248,-9.049
2025-01-01 00:31:00.000,G10,72.435692,194.760721,20303578.756,20303580.346,2.458,2.546,3.127,6.744,-3.617
2025-01-01 00:31:00.000,G12,27.287734,50.817604,22896169.296,22896171.956,4.112,5.818,3.652,12.543,-8.891
2025-01-01 00:31:00.000,G25,57.389370,91.115338,20453757.029,20453760.799,5.827,2.759,5.536,7.682,-2.146
2025-01-01 00:31:00.000,G28,53.535695,272.061878,21235379.537,21235379.417,-0.185,1.746,-0.383,7.549,-7.933
2025-01-01 00:31:00.000,G31,28.283648,250.357687,22690723.101,22690724.781,2.597,-1.437,2.193,11.217,-9.024
2025-01-01 00:32:00.000,G10,71.928075,194.148161,20314657.816,20314659.966,3.323,2.604,3.185,6.783,-3.599
2025-01-01 00:32:00.000,G12,27.002852,50.455579,22920675.700,22920678.930,4.993,5.975,3.810,12.655,-8.846
2025-01-01 00:32:00.000,G25,57.375266,90.165071,20453223.126,20453226.746,5.596,2.799,5.576,7.706,-2.130
2025-01-01 00:32:00.000,G28,53.770899,272.799069,21223013.288,21223013.198,-0.139,1.770,-0.360,7.555,-7.915
2025-01-01 00:32:00.000,G31,28.598112,250.768780,22662248.949,22662250.049,1.700,-1.445,2.184,11.187,-9.002
2025-01-01 00:33:00.000,G10,71.418064,193.572378,20326180.135,20326182.605,3.818,2.664,3.245,6.823,-3.578
2025-01-01 00:33:00.000,G12,26.714981,50.099007,22945551.139,22945553.609,3.818,6.105,3.939,12.770,-8.830
2025-01-01 00:33:00.000,G25,57.351355,89.216896,20453171.226,20453174.476,5.024,2.846,5.623,7.731,-2.108
2025-01-01 00:33:00.000,G28,54.002971,273.542797,21210882.095,21210881.835,-0.402,1.805,-0.325,7.561,-7.886
2025-01-01 00:33:00.000,G31,28.911682,251.182841,22633978.377,22633979.827,2.241,-1.457,2.173,11.157,-8.984
2025-01-01 00:34:00.000,G10,70.905880,193.030512,20338153.295,20338155.645,3.632,2.732,3.313,6.864,-3.551
2025-01-01 00:34:00.000,G12,26.424187,49.747877,22970799.250,22970801.560,3.571,6.244,4.078,12.886,-8.808
2025-01-01 00:34:00.000,G25,57.317656,88.271450,20453610.235,20453613.635,5.255,2.892,5.669,7.756,-2.087
2025-01-01 00:34:00.000,G28,54.231869,274.293059,21198994.270,21198993.910,-0.556,1.841,-0.288,7.568,-7.856
2025-01-01 00:34:00.000,G31,29.224343,251.599881,22605922.215,22605924.145,2.983,-1.481,2.149,11.127,-8.978
2025-01-01 00:35:00.000,G10,70.391723,192.519965,20350572.556,20350574.506,3.014,2.801,3.382,6.906,-3.523
2025-01-01 00:35:00.000,G12,26.130537,49.402179,22996413.258,22996415.758,3.864,6.382,4.217,13.004,-8.787
2025-01-01 00:35:00.000,G25,57.274199,87.329364,20454536.914,20454540.554,5.626,2.941,5.718,7.783,-2.065
2025-01-01 00:35:00.000,G28,54.457555,275.049851,21187345.374,21187345.024,-0.541,1.869,-0.261,7.575,-7.835
2025-01-01 00:35:00.000,G31,29.536082,252.019911,22578077.480,22578079.400,2.968,-1.496,2.133,11.098,-8.964
2025-01-01 00:36:00.000,G10,69.875779,192.038377,20363436.488,20363438.148,2.566,2.869,3.450,6.948,-3.498
2025-01-01 00:36:00.000,G12,25.834097,49.061897,23022390.255,23022393.785,5.456,6.536,4.370,13.124,-8.754
2025-01-01 00:36:00.000,G25,57.221024,86.391259,20455950.865,20455954.425,5.503,3.002,5.779,7.810,-2.031
2025-01-01 00:36:00.000,G28,54.679988,275.813161,21175933.585,21175933.575,-0.015,1.904,-0.226,7.582,-7.808
2025-01-01 00:36:00.000,G31,29.846886,252.442944,22550444.500,22550445.920,2.195,-1.506,2.124,11.069,-8.945
2025-01-01 00:37:00.000,G10,69.358215,191.583599,20376744.526,20376745.796,1.963,2.941,3.522,6.991,-3.469
2025-01-01 00:37:00.000,G12,25.534932,48.727016,23048727.904,23048729.814,2.952,6.697,4.532,13.246,-8.714
2025-01-01 00:37:00.000,G25,57.158181,85.457747,20457852.677,20457856.187,5.426,3.065,5.842,7.838,-1.996
2025-01-01 00:37:00.000,G28,54.899129,276.582977,21164759.770,21164759.070,-1.082,1.945,-0.185,7.589,-7.774
2025-01-01 00:37:00.000,G31,30.156742,252.868991,22523024.847,22523026.127,1.979,-1.506,2.124,11.040,-8.916
2025-01-01 00:38:00.000,G10,68.839186,191.153670,20390495.971,20390498.241,3.509,3.019,3.600,7.035,-3.436
2025-01-01 00:38:00.000,G12,25.233107,48.397518,23075421.715,23075423.335,2.504,6.867,4.702,13.370,-8.668
2025-01-01 00:38:00.000,G25,57.085730,84.529425,20460243.335,20460246.855,5.441,3.136,5.912,7.867,-1.955
2025-01-01 00:38:00.000,G28,55.114938,277.359281,21153822.960,21153822.470,-0.757,1.983,-0.147,7.597,-7.744
2025-01-01 00:38:00.000,G31,30.465637,253.298064,22495819.574,22495820.334,1.175,-1.514,2.115,11.012,-8.896
2025-01-01 00:39:00.000,G10,68.318835,190.746801,20404696.727,20404699.607,4.452,3.104,3.686,7.080,-3.395
2025-01-01 00:39:00.000,G12,24.928687,48.073384,23102476.342,23102479.002,4.112,7.050,4.884,13.496,-8.612
2025-01-01 00:39:00.000,G25,57.003741,83.606876,20463129.702,20463133.032,5.147,3.211,5.987,7.897,-1.910
2025-01-01 00:39:00.000,G28,55.327376,278.142052,21143129.026,21143128.626,-0.618,2.023,-0.107,7.605,-7.712
2025-01-01 00:39:00.000,G31,30.773556,253.730176,22468835.883,22468837.443,2.411,-1.516,2.114,10.984,-8.870
2025-01-01 00:40:00.000,G10,67.797293,190.361357,20419337.848,20419340.368,3.895,3.187,3.769,7.127,-3.358
2025-01-01 00:40:00.000,G12,24.621734,47.754594,23129879.099,23129881.289,3.385,7.256,5.091,13.624,-8.533
2025-01-01 00:40:00.000,G25,56.912292,82.690666,20466501.633,20466505.593,6.121,3.283,6.060,7.928,-1.868
2025-01-01 00:40:00.000,G28,55.536405,278.931265,21132667.945,21132667.915,-0.046,2.057,-0.073,7.614,-7.687
2025-01-01 00:40:00.000,G31,31.080487,254.165339,22442066.858,22442067.488,0.974,-1.523,2.107,10.957,-8.850
2025-01-01 00:41:00.000,G10,67.274682,189.995840,20434418.883,20434421.083,3.401,3.274,3.855,7.174,-3.318
2025-01-01 00:41:00.000,G12,24.312313,47.441127,23157627.336,23157631.036,5.719,7.447,5.281,13.754,-8.473
2025-01-01 00:41:00.000,G25,56.811472,81.781343,20470360.845,20470364.685,5.936,3.359,6.136,7.959,-1.824
2025-01-01 00:41:00.000,G28,55.741986,279.726889,21122440.389,21122440.359,-0.046,2.086,-0.043,7.623,-7.666
2025-01-01 00:41:00.000,G31,31.386416,254.603564,22415513.170,22415513.630,0.711,-1.514,2.116,10.929,-8.813
2025-01-01 00:42:00.000,G10,66.751114,189.648875,20449940.835,20449942.665,2.829,3.353,3.934,7.222,-3.287
2025-01-01 00:42:00.000,G12,24.000485,47.132958,23185723.394,23185726.184,4.313,7.655,5.490,13.886,-8.396
2025-01-01 00:42:00.000,G25,56.701377,80.879435,20474709.809,20474713.629,5.905,3.432,6.209,7.992,-1.783
2025-01-01 00:42:00.000,G28,55.944082,280.528891,21112448.901,21112449.101,0.309,2.124,-0.006,7.632,-7.638
2025-01-01 00:42:00.000,G31,31.691329,255.044865,22389178.847,22389179.307,0.711,-1.510,2.120,10.903,-8.782
2025-01-01 00:43:00.000,G10,66.226695,189.319201,20465898.969,20465901.009,3.153,3.432,4.014,7.271,-3.257
2025-01-01 00:43:00.000,G12,23.686313,46.830064,23214156.408,23214159.908,5.410,7.865,5.699,14.020,-8.321
2025-01-01 00:43:00.000,G25,56.582111,79.985445,20479544.585,20479548.505,6.059,3.501,6.277,8.025,-1.748
2025-01-01 00:43:00.000,G26,15.401806,202.441843,23965412.460,23965421.320,13.695,-4.395,11.796,16.544,-4.748
2025-01-01 00:43:00.000,G28,56.142655,281.337231,21102688.205,21102688.635,0.665,2.159,0.029,7.641,-7.612
2025-01-01 00:43:00.000,G31,31.995213,255.489252,22363060.832,22363061.662,1.283,-1.501,2.129,10.876,-8.747
2025-01-01 00:44:00.000,G10,65.701522,189.005658,20482291.880,20482294.130,3.478,3.520,4.101,7.321,-3.220
2025-01-01 00:44:00.000,G12,23.369856,46.532418,23242925.222,23242928.932,5.735,8.079,5.914,14.156,-8.243
2025-01-01 00:44:00.000,G25,56.453787,79.099858,20484864.316,20484868.236,6.059,3.563,6.340,8.059,-1.719
